"PointID"	"x"	"y"	"z"	"Density"	"X-Momentum"	"Y-Momentum"	"Z-Momentum"	"Energy"	"Residual_Density"	"Residual_X-Momentum"	"Residual_Y-Momentum"	"Residual_Z-Momentum"	"Residual_Energy"	"Grid_Velx"	"Grid_Vely"	"Grid_Velz"	"Pressure"	"Temperature"	"Pressure_Coefficient"	"Mach"
0	-3.000000000000000e+00	0.000000000000000e+00	0.000000000000000e+00	1.223496287567960e+00	8.538373247247232e+00	7.428172164839421e-07	-2.283394780672828e-02	2.534137850148243e+05	9.160493522175628e-06	5.152596778134466e-02	1.582633558427915e-06	5.814403831209347e-03	2.231715821690159e+00	0.000000000000000e+00	0.000000000000000e+00	0.000000000000000e+00	1.013535966278650e+05	2.885804152740252e+02	7.558401898886082e+00	2.049234979730550e-02	
1	-3.000000000000000e+00	0.000000000000000e+00	4.000000000000000e+00	1.223483300155805e+00	1.182074644060160e+01	-1.092186394958296e-06	-6.129647749179515e-02	2.534152022641547e+05	2.419924313823429e-05	5.938234024961275e-02	1.588639861438423e-06	-4.793007245098124e-03	5.696091971854912e+00	0.000000000000000e+00	0.000000000000000e+00	0.000000000000000e+00	1.013432389422851e+05	2.885539872123404e+02	6.097721377111470e+00	2.837202341730434e-02	
2	-5.000000000000000e-02	0.000000000000000e+00	0.000000000000000e+00	1.225016900699366e+00	1.110987621946400e+00	-5.211242433508595e-06	9.537584355660187e-01	2.534227691925653e+05	-1.623816835744801e-05	4.586947267853247e-03	1.022920514515135e-06	4.030150222803286e-03	-1.091967966267340e+00	0.000000000000000e+00	0.000000000000000e+00	0.000000000000000e+00	1.013687576494227e+05	2.882653143288236e+02	9.696467271566975e+00	3.511721525008593e-03	
3	3.323745478699278e-01	0.000000000000000e+00	9.419027092919836e-01	1.222620765140292e+00	5.714174925345444e+00	4.916831876984759e-05	4.916630237588710e+00	2.529598118506834e+05	4.211681654274234e-04	7.046959201431946e-02	2.273240306749358e-05	-3.805421622587346e-02	1.241406533499404e+02	6.756133827210575e-01	0.000000000000000e+00	-2.709530056133391e-01	1.011746291271784e+05	2.882771360133081e+02	-1.768028103534477e+01	1.811441000090612e-02	
4	4.196914738494942e-01	0.000000000000000e+00	8.909412910530072e-01	1.219661022548848e+00	2.235229394101170e+00	-1.073364589715275e-04	2.777135149607418e+00	2.522318826390772e+05	-2.849963192188516e-05	2.673015347886576e-02	2.368961759202648e-06	-4.887018064920312e-03	-6.874009568216934e+00	6.229784059787524e-01	0.000000000000000e+00	-3.651512148988179e-01	1.008906690782207e+05	2.881656445362818e+02	-5.772541556610983e+01	8.588987817483695e-03	
5	5.000000000000000e-02	0.000000000000000e+00	0.000000000000000e+00	1.225288752300336e+00	-2.437623814187275e-01	-9.249655358524119e-06	2.208520375435599e-01	2.531672869797515e+05	-2.466873369787255e-05	1.089278844801811e-03	7.264331998158013e-07	-1.487354726208423e-03	-8.132832147374565e+00	0.000000000000000e+00	0.000000000000000e+00	0.000000000000000e+00	1.012668971314559e+05	2.879117581791321e+02	-4.668293406303465e+00	7.892017691498602e-04	
6	3.000000000000000e+00	0.000000000000000e+00	0.000000000000000e+00	1.225746877716152e+00	1.246215927035161e+00	4.203407925939970e-06	-5.744159846278598e-02	2.534201103824395e+05	-8.809196476883274e-05	-1.729215485102031e-02	-2.030465111602098e-06	1.120291386268946e-02	-1.077960089053158e+01	0.000000000000000e+00	0.000000000000000e+00	0.000000000000000e+00	1.013677902092452e+05	2.880908923101360e+02	9.560035149515327e+00	2.991160674461639e-03	
7	3.000000000000000e+00	0.000000000000000e+00	4.000000000000000e+00	1.223395792152861e+00	1.692958858357938e+01	-1.615306936427374e-06	1.843688422474154e-01	2.533407574780969e+05	-1.154927030699859e-04	5.565736874723370e-02	-1.639578840695322e-06	-3.089000354520977e-03	-5.172318007913418e+00	0.000000000000000e+00	0.000000000000000e+00	0.000000000000000e+00	1.012894424472810e+05	2.884214417366416e+02	-1.488866551821304e+00	4.064831588101065e-02	
8	-3.000000000000000e+00	3.000000000000000e-01	0.000000000000000e+00	1.223496271306497e+00	8.538372395131478e+00	1.821889438253600e-06	-2.284204038487195e-02	2.534137816343184e+05	9.157504450185705e-06	5.151897477117018e-02	5.960137059446424e-07	5.814288724650396e-03	2.231041242048377e+00	0.000000000000000e+00	0.000000000000000e+00	0.000000000000000e+00	1.013535952778225e+05	2.885804152656144e+02	7.558211510714228e+00	2.049234807682909e-02	
9	-5.000000000000000e-02	3.000000000000000e-01	0.000000000000000e+00	1.225016905697183e+00	1.110989267615646e+00	5.780567126215014e-06	9.537615333287022e-01	2.534227701325439e+05	-1.623204152824708e-05	4.587594855593125e-03	-2.529131961637177e-07	4.030280413729770e-03	-1.090126853037001e+00	0.000000000000000e+00	0.000000000000000e+00	0.000000000000000e+00	1.013687580238538e+05	2.882653142175412e+02	9.696520075277409e+00	3.511729345502185e-03	
10	3.323751114457830e-01	3.000000000000000e-01	9.419025794276342e-01	1.222620724512070e+00	5.714122498505868e+00	1.271011181591236e-04	4.916342571979694e+00	2.529598030192566e+05	4.212039782536254e-04	7.046774121977251e-02	-3.023208591912407e-05	-3.805915458269737e-02	1.241503039919551e+02	6.756148009558260e-01	0.000000000000000e+00	-2.709561995907550e-01	1.011746261550195e+05	2.882771371243031e+02	-1.768070018058442e+01	1.811386422000377e-02	
