"PointID"	"x"	"y"	"z"	"Density"	"X-Momentum"	"Y-Momentum"	"Z-Momentum"	"Energy"	"Residual_Density"	"Residual_X-Momentum"	"Residual_Y-Momentum"	"Residual_Z-Momentum"	"Residual_Energy"	"Grid_Velx"	"Grid_Vely"	"Grid_Velz"	"Pressure"	"Temperature"	"Pressure_Coefficient"	"Mach"
0	-3.000000000000000e+00	0.000000000000000e+00	0.000000000000000e+00	1.223497532007118e+00	8.535219452578266e+00	6.166377201545858e-07	-1.985246695956438e-02	2.534142323509982e+05	2.015189074366930e-05	4.779394769866485e-02	5.665315256919712e-07	-3.232498554098129e-03	5.737044459267054e+00	0.000000000000000e+00	0.000000000000000e+00	0.000000000000000e+00	1.013537843973384e+05	2.885806563828697e+02	7.584881869744314e+00	2.048473336423398e-02	
1	-3.000000000000000e+00	0.000000000000000e+00	4.000000000000000e+00	1.223473435623446e+00	1.180025374507266e+01	-1.013849115191343e-06	-6.353310051499032e-02	2.534133650708518e+05	3.808782175218628e-05	7.502631905208546e-02	1.321401214227080e-06	3.142880806990433e-03	1.018782932969043e+01	0.000000000000000e+00	0.000000000000000e+00	0.000000000000000e+00	1.013425829636352e+05	2.885544459653021e+02	6.005212753516368e+00	2.832307264115624e-02	
2	-5.000000000000000e-02	0.000000000000000e+00	0.000000000000000e+00	1.225100002532499e+00	1.031428157613305e+00	-4.053694694880906e-06	8.933175214495934e-01	2.534240967278144e+05	7.617255148065251e-06	1.501999017136768e-03	9.827194844547193e-07	1.511297815795842e-03	5.794257968357383e+00	0.000000000000000e+00	0.000000000000000e+00	0.000000000000000e+00	1.013693347387570e+05	2.882474014906492e+02	9.777850621491417e+00	3.272430654559210e-03	
3	2.733607685071966e-01	0.000000000000000e+00	9.635921206189074e-01	1.222898095905077e+00	5.408772394627319e+00	6.047073735744549e-05	5.352433457409941e+00	2.530055181032109e+05	3.693642433443924e-04	4.872336474227268e-02	1.401309054926969e-05	-2.705861895219641e-02	1.089884834561458e+02	6.076299202945501e-01	0.000000000000000e+00	-2.135626184876394e-01	1.011927373822780e+05	2.882633442660844e+02	-1.512658549174715e+01	1.828176275310930e-02	
4	3.646437999742382e-01	0.000000000000000e+00	9.200947857822861e-01	1.219383726159605e+00	2.003012310234800e+00	-7.303603410009716e-05	2.769766347702295e+00	2.521661262204579e+05	-7.152429717265570e-06	1.651003682900409e-02	-6.417895974664134e-07	-2.892782043300457e-03	-7.654050936961312e-01	5.843161042895340e-01	0.000000000000000e+00	-2.634002328410379e-01	1.008645341654226e+05	2.881565114620747e+02	-6.141106114474180e+01	8.237322505201764e-03	
5	5.000000000000000e-02	0.000000000000000e+00	0.000000000000000e+00	1.225244280999067e+00	-2.770853556975477e-01	-7.168290380354769e-06	2.528147564332906e-01	2.531605453245775e+05	2.813589615423109e-05	-8.913859596759721e-05	3.056875357287936e-07	-9.427198071421117e-05	7.057565904092337e+00	0.000000000000000e+00	0.000000000000000e+00	0.000000000000000e+00	1.012641951643542e+05	2.879145259481988e+02	-5.049335163704863e+00	8.999756511927119e-04	
6	3.000000000000000e+00	0.000000000000000e+00	0.000000000000000e+00	1.225804621471444e+00	1.237499978233471e+00	3.100387198197676e-06	-5.940378699440611e-02	2.534210133962392e+05	-5.049518160492317e-05	-6.585390300278959e-02	-3.817112883552909e-07	3.168553394061746e-03	-5.377388830384007e-01	0.000000000000000e+00	0.000000000000000e+00	0.000000000000000e+00	1.013681549213576e+05	2.880783577409501e+02	9.611468249554742e+00	2.970431758755047e-03	
7	3.000000000000000e+00	0.000000000000000e+00	4.000000000000000e+00	1.223484209229353e+00	1.684319973530938e+01	-1.127495672288658e-06	1.772148433083618e-01	2.533366743238822e+05	-1.126636687487359e-04	6.011854800635774e-02	-3.335480869282037e-07	6.338044097901729e-03	-5.807872874429449e-01	0.000000000000000e+00	0.000000000000000e+00	0.000000000000000e+00	1.012882899266451e+05	2.883973169294585e+02	-1.651399429548794e+00	4.043950344407928e-02	
8	-3.000000000000000e+00	3.000000000000000e-01	0.000000000000000e+00	1.223497519490955e+00	8.535218677444266e+00	1.693680979671875e-06	-1.985938166505842e-02	2.534142297153066e+05	2.014193196397951e-05	4.778977553814912e-02	3.367604222148657e-07	-3.233134863876330e-03	5.734538496442838e+00	0.000000000000000e+00	0.000000000000000e+00	0.000000000000000e+00	1.013537833450579e+05	2.885806563388820e+02	7.584733473127794e+00	2.048473175362710e-02	
9	-5.000000000000000e-02	3.000000000000000e-01	0.000000000000000e+00	1.225100004974123e+00	1.031429230681292e+00	4.669879857527835e-06	8.933197985624225e-01	2.534240971283466e+05	7.624302609019197e-06	1.502501010008928e-03	4.564656137517886e-07	1.510908961989799e-03	5.796408455951847e+00	0.000000000000000e+00	0.000000000000000e+00	0.000000000000000e+00	1.013693348979450e+05	2.882474013688289e+02	9.777873070791168e+00	3.272436169358476e-03	
