Timestep  Iteration  resNorm(0)  resNorm(1)  
239  1  0.0048702946103277  0.0009260034889945  
239  2  0.0000291596899030  0.0002446595330125  
240  1  0.0061003109160516  0.0006646203682303  
240  2  0.0000185543194201  0.0007546244329301  
241  1  0.0070522823999755  0.0010737706989594  
241  2  0.0000487547457119  0.0007873279413535  
242  1  0.0073975735677288  0.0011581783457028  
242  2  0.0000429894333602  0.0004700978625981  
243  1  0.0087750556047595  0.0007739043617827  
243  2  0.0000518069374328  0.0005311788900896  
244  1  0.0093357601733573  0.0004839946114241  
244  2  0.0000235606331429  0.0006134115724373  
245  1  0.0120416440069055  0.0008317722313507  
245  2  0.0000399763011170  0.0007403621302978  
246  1  0.0120603576845071  0.0008964908044934  
246  2  0.0000613431078850  0.0005353082600387  
247  1  0.0075187928404581  0.0006415690871194  
247  2  0.0000533190161151  0.0007867077214652  
248  1  0.0076070774785489  0.0008367030992067  
248  2  0.0001037410002429  0.0009993651433801  
249  1  0.0109691980172247  0.0009901792591330  
249  2  0.0000818481823350  0.0002875224862916  
250  1  0.0114345875875667  0.0006930326211515  
250  2  0.0000539512309823  0.0006176848105780  
251  1  0.0117551277130577  0.0005584977584098  
251  2  0.0000287048613302  0.0007861929710546  
252  1  0.0101819690668498  0.0008303499696125  
252  2  0.0000855020141046  0.0007301054666048  
253  1  0.0092308872163508  0.0007050202482277  
253  2  0.0001010333342777  0.0009682309875706  
254  1  0.0112323949848417  0.0004264836471444  
254  2  0.0000335422124206  0.0010740933647794  
254  3  0.0000577291935160  0.0008661195839053  
255  1  0.0122191554519438  0.0008033246867100  
255  2  0.0000811156003172  0.0005681866056360  
256  1  0.0126061526870687  0.0009268371817457  
256  2  0.0000643384497106  0.0008821695049538  
257  1  0.0122608446923603  0.0007481345102786  
257  2  0.0000797375209976  0.0009088874343267  
258  1  0.0112056854337581  0.0006747974873079  
258  2  0.0000516801496014  0.0004254368837262  
259  1  0.0155096029362419  0.0006977627538799  
259  2  0.0000927990499503  0.0005848035310352  
260  1  0.0183309185345843  0.0005003368549006  
260  2  0.0000874592372773  0.0013505015230987  
260  3  0.0001435573624126  0.0006111157588545  
261  1  0.0166797962979005  0.0005872982623829  
261  2  0.0001120632850750  0.0014925140468362  
261  3  0.0001119072863954  0.0009033678758654  
262  1  0.0183450669109546  0.0013684419229168  
262  2  0.0001569010312963  0.0002479383316962  
263  1  0.0213982602541311  0.0008413640684516  
263  2  0.0001075786758455  0.0003025358005631  
264  1  0.0259441923907930  0.0003967108401585  
264  2  0.0001424436302419  0.0004748991096194  
265  1  0.0335896297820316  0.0009371627623886  
265  2  0.0002135867463642  0.0003329103724559  
266  1  0.0347922335583872  0.0005172148560310  
266  2  0.0002326476230278  0.0002915985494423  
267  1  0.0341396530436244  0.0007318968113861  
267  2  0.0001491950430594  0.0001678742664330  
268  1  0.0388361704015005  0.0004778389375818  
268  2  0.0001301980508145  0.0003392135468184  
269  1  0.0390932822842339  0.0005683694335823  
269  2  0.0002813678625555  0.0002547166521062  
270  1  0.0427427909672021  0.0009013110029409  
270  2  0.0002257395288478  0.0003571571071182  
271  1  0.0329205988629382  0.0004313840511871  
271  2  0.0001199669306601  0.0004655033168616  
272  1  0.0291467922608084  0.0004662437585021  
272  2  0.0003010303515958  0.0005378738132644  
273  1  0.0323796737259347  0.0003459318906610  
273  2  0.0001205923817052  0.0006663767973385  
274  1  0.0234187681951803  0.0007615753773725  
274  2  0.0000856873240362  0.0001978198817130  
275  1  0.0188344395339804  0.0004159355946874  
275  2  0.0001139550244918  0.0003897698679384  
276  1  0.0262812384875148  0.0003690587422339  
276  2  0.0001432095093063  0.0006426915650056  
277  1  0.0233067296530030  0.0006914969729932  
277  2  0.0001253294604277  0.0003434883974306  
278  1  0.0178165718773303  0.0005935058397507  
278  2  0.0001028474397602  0.0002260769591782  
279  1  0.0140916006840314  0.0006250315991157  
279  2  0.0001123345672058  0.0001748809262176  
280  1  0.0094905724540266  0.0004132511911452  
280  2  0.0001070390702783  0.0004915675997295  
281  1  0.0112610505837534  0.0006359336002366  
281  2  0.0001182209629221  0.0005234281228511  
282  1  0.0136412998547923  0.0006033068483695  
282  2  0.0000620922983992  0.0003240316140842  
283  1  0.0142118185712213  0.0003059509211844  
283  2  0.0000435161114172  0.0003237478508919  
284  1  0.0119042349537967  0.0005221038993012  
284  2  0.0000642508467875  0.0002508581829120  
285  1  0.0079514267424921  0.0005144057615584  
285  2  0.0000477097967737  0.0003638046169756  
286  1  0.0091797663547923  0.0003222060195517  
286  2  0.0000324658328641  0.0006910420746068  
287  1  0.0100246215962832  0.0007325313952119  
287  2  0.0000399022070958  0.0007438772063494  
288  1  0.0075502242166534  0.0006492965503338  
288  2  0.0000399785156317  0.0002700119499485  
289  1  0.0065340537188005  0.0006366845387415  
289  2  0.0000471861342794  0.0004418079290558  
290  1  0.0066484381464386  0.0004952959659360  
290  2  0.0000390959371842  0.0002476703865496  
291  1  0.0060640799515818  0.0005946563893191  
291  2  0.0000437384568289  0.0008511126058272  
292  1  0.0061893076183877  0.0012798467309164  
292  2  0.0000911512460780  0.0001692195102130  
293  1  0.0056102623775198  0.0007453171751133  
293  2  0.0000797762892240  0.0005306022410156  
294  1  0.0048534085508390  0.0010821517685824  
294  2  0.0000627580333048  0.0008425578360259  
295  1  0.0050915224587972  0.0013982268240979  
295  2  0.0000552543941271  0.0003330850915727  
296  1  0.0055636839560376  0.0003742979726232  
296  2  0.0000495964351482  0.0005634837807327  
297  1  0.0063944433680201  0.0004836701738747  
297  2  0.0000562878385996  0.0005184495181577  
298  1  0.0050421201322488  0.0004637772328231  
298  2  0.0000278582517287  0.0009412223321051  
299  1  0.0043068975968896  0.0009576488807973  
299  2  0.0000847454385653  0.0002488996956329  
300  1  0.0060499818331344  0.0003367344906900  
300  2  0.0000180734943141  0.0007466409940892  
301  1  0.0063723602724862  0.0002343867683898  
301  2  0.0000232585917553  0.0010376644997214  
301  3  0.0000292125159527  0.0007956814875313  
302  1  0.0043787496204766  0.0008791251155163  
302  2  0.0000549580191022  0.0004277438116602  
303  1  0.0041321230950698  0.0004568066829326  
303  2  0.0000210533235714  0.0005826364703333  
304  1  0.0052652179107446  0.0006711066792177  
304  2  0.0000311539855079  0.0007102109714680  
305  1  0.0049299352239902  0.0004865392896475  
305  2  0.0000316069648822  0.0004919340845083  
306  1  0.0038087692257721  0.0006289577918942  
306  2  0.0000234832723273  0.0006029601334303  
307  1  0.0040617900636074  0.0004841441793354  
307  2  0.0000379925551650  0.0008643662728534  
308  1  0.0049341799137886  0.0008685026055970  
308  2  0.0000232919142207  0.0005282874156580  
309  1  0.0051890744005897  0.0003963263946312  
309  2  0.0000259223690768  0.0004086337764856  
310  1  0.0052862162715211  0.0004140199756505  
310  2  0.0000309117089870  0.0014015365563740  
310  3  0.0000339615516257  0.0012299859542092  
310  4  0.0000371922662889  0.0006552372385159  
311  1  0.0041999344888429  0.0012806065075681  
311  2  0.0000597889119181  0.0003341484052787  
312  1  0.0022709068729430  0.0004542548521792  
312  2  0.0000384380061007  0.0003243648850364  
313  1  0.0033010753123686  0.0004818772986932  
313  2  0.0000348366828225  0.0004656304257834  
314  1  0.0049371856855416  0.0011562799650290  
314  2  0.0000252512867825  0.0001937595025558  
315  1  0.0050548003838191  0.0004335218334290  
315  2  0.0000158154563579  0.0005824916649957  
316  1  0.0045160615208197  0.0001891977595980  
316  2  0.0000124277720086  0.0013357124522053  
316  3  0.0000234203870787  0.0008811268730066  
317  1  0.0037827980978258  0.0005521549416614  
317  2  0.0000238242509568  0.0001876382430135  
318  1  0.0029332123283299  0.0010766578218818  
318  2  0.0000387048439402  0.0001375841098792  
319  1  0.0038263575546944  0.0003485612082341  
319  2  0.0000115832186694  0.0001970117177519  
320  1  0.0040876497360489  0.0002284933549805  
320  2  0.0000101387959795  0.0007372415663090  
321  1  0.0030069805352468  0.0008237015502593  
321  2  0.0000241734159822  0.0001034862467521  
322  1  0.0023595058495386  0.0004605306117703  
322  2  0.0000324530582389  0.0002963171746459  
323  1  0.0028919224808917  0.0004521118747824  
323  2  0.0000154265865288  0.0002313296827097  
324  1  0.0038366545151964  0.0008391717520642  
324  2  0.0000273086908693  0.0003425558105712  
325  1  0.0039326201892496  0.0002304734998712  
325  2  0.0000204624503804  0.0003263676923734  
326  1  0.0026853209373360  0.0003430909294712  
326  2  0.0000264525518035  0.0002254268255252  
327  1  0.0019794562432056  0.0005564041756793  
327  2  0.0000216069417767  0.0002039910809966  
328  1  0.0031111094531672  0.0003245593264780  
328  2  0.0000150147334716  0.0003628964179544  
329  1  0.0031945646271027  0.0002843743916242  
329  2  0.0000077208826233  0.0002034065118468  
330  1  0.0028256536181576  0.0003149531915665  
330  2  0.0000113706378619  0.0002263049990523  
331  1  0.0027542254925897  0.0005761173083206  
331  2  0.0000169597780277  0.0002644858304443  
332  1  0.0028204635518968  0.0004691315195958  
332  2  0.0000109054608376  0.0002641359998926  
333  1  0.0025568998508038  0.0002953804829637  
333  2  0.0000123580745555  0.0001440835903180  
334  1  0.0022135966767309  0.0005524453392159  
334  2  0.0000146429128397  0.0001671553818181  
335  1  0.0023295709370223  0.0003238074572603  
335  2  0.0000105090852841  0.0002837985171687  
336  1  0.0023642075648894  0.0002828045994908  
336  2  0.0000171207857071  0.0002184082161448  
337  1  0.0023222001200549  0.0003330372783057  
337  2  0.0000089920372413  0.0002296122786340  
338  1  0.0024124754511369  0.0001717975039504  
338  2  0.0000075464615529  0.0005118549859696  
339  1  0.0021056409310602  0.0003770117163130  
339  2  0.0000148296638027  0.0002402633276936  
340  1  0.0015661214323709  0.0003132568959579  
340  2  0.0000107581229257  0.0002174992204370  
341  1  0.0022338364402227  0.0003126919223856  
341  2  0.0000070756102156  0.0002599634696087  
342  1  0.0025912913247514  0.0002963883222533  
342  2  0.0000048702510687  0.0002531519832105  
343  1  0.0023209967525263  0.0005900846039623  
343  2  0.0000103560913975  0.0003164776007089  
344  1  0.0018413607242521  0.0004161909698673  
344  2  0.0000064328218864  0.0001037483804278  
345  1  0.0016085957861248  0.0002805770792206  
345  2  0.0000052069929576  0.0002922311911121  
346  1  0.0020325401984527  0.0002214886951629  
346  2  0.0000108323965441  0.0002195142081403  
347  1  0.0025948787701165  0.0002758793610974  
347  2  0.0000057084900667  0.0004292339292939  
348  1  0.0026071669784038  0.0004767033418032  
348  2  0.0000157467090102  0.0001908116564052  
349  1  0.0021254080634818  0.0002762345700098  
349  2  0.0000126793032175  0.0002187797322734  
350  1  0.0017356183918912  0.0002856757759082  
350  2  0.0000093678856481  0.0003045026747682  
351  1  0.0019311403358894  0.0003388459026316  
351  2  0.0000181887520640  0.0004061677534504  
352  1  0.0024279253665142  0.0003540246019902  
352  2  0.0000141109846073  0.0002389536495467  
353  1  0.0021917516717165  0.0003035683866582  
353  2  0.0000096868150565  0.0002415861028568  
354  1  0.0012775128553848  0.0002387764878732  
354  2  0.0000085393940584  0.0005653748244886  
355  1  0.0015262547074960  0.0003073615163689  
355  2  0.0000097021539148  0.0002385358378608  
356  1  0.0022062097306894  0.0005053662614814  
356  2  0.0000103340162719  0.0004382840031501  
357  1  0.0022719707158360  0.0007044480019232  
357  2  0.0000101008513237  0.0002445278779639  
358  1  0.0017049708535007  0.0003374035735481  
358  2  0.0000079606943666  0.0004913497382535  
359  1  0.0014279000487018  0.0004710334803779  
359  2  0.0000164123815974  0.0004957667701942  
360  1  0.0018210166673334  0.0003506448188238  
360  2  0.0000162035323707  0.0005125166396676  
361  1  0.0019431249430491  0.0003776441890219  
361  2  0.0000101344771997  0.0003443999575923  
362  1  0.0022370928870886  0.0003983643250140  
362  2  0.0000127661061665  0.0002360557307403  
363  1  0.0025670509791659  0.0005253200921923  
363  2  0.0000125138437239  0.0009268404654834  
364  1  0.0023349051075227  0.0009136597509164  
364  2  0.0000158987508549  0.0002254860504762  
365  1  0.0019238858211594  0.0003913704392724  
365  2  0.0000193511591796  0.0003563849755618  
366  1  0.0022312287620745  0.0002183608623269  
366  2  0.0000080812211839  0.0006076523232342  
367  1  0.0019885989659179  0.0003413131506292  
367  2  0.0000144819977847  0.0009017634134186  
368  1  0.0016419679812059  0.0004875331045922  
368  2  0.0000199133910930  0.0004229326390872  
369  1  0.0019264387745208  0.0004310277220982  
369  2  0.0000180094564852  0.0003143572112302  
370  1  0.0022278017368157  0.0002911430041761  
370  2  0.0000166218900737  0.0010544416490639  
370  3  0.0000166162918216  0.0009526484137115  
371  1  0.0018356184532365  0.0004638318395617  
371  2  0.0000159603498083  0.0001463726683988  
372  1  0.0014601976391596  0.0002482135745430  
372  2  0.0000082136926694  0.0005303063330315  
373  1  0.0019347162878768  0.0006292941165987  
373  2  0.0000210818077225  0.0004625394234715  
374  1  0.0021738742301250  0.0002885498718940  
374  2  0.0000177199644110  0.0008677402965909  
375  1  0.0023013457951090  0.0006655580026932  
375  2  0.0000157315139697  0.0006182545809288  
376  1  0.0023642685707951  0.0006526501027631  
376  2  0.0000211801097031  0.0007184218752018  
377  1  0.0019266927053215  0.0004167870984323  
377  2  0.0000083914247725  0.0004703669655758  
378  1  0.0017435550309575  0.0003997758799140  
378  2  0.0000136500749583  0.0002024127584187  
379  1  0.0028969195924075  0.0002405908922504  
379  2  0.0000164418680840  0.0010086925444397  
379  3  0.0000128814892028  0.0008938941468208  
380  1  0.0032490931590928  0.0007165670385707  
380  2  0.0000095781400143  0.0007024572930636  
381  1  0.0023999220987112  0.0002779833361993  
381  2  0.0000091890323808  0.0002025820947087  
382  1  0.0019328003268130  0.0002762711326972  
382  2  0.0000172409553709  0.0008030713780688  
383  1  0.0022559487061158  0.0006701894355942  
383  2  0.0000221481065145  0.0007356245230861  
384  1  0.0021546970774686  0.0004570966267482  
384  2  0.0000060078141311  0.0003487729303656  
385  1  0.0023808382890241  0.0003418091359421  
385  2  0.0000100974691793  0.0008994908579117  
386  1  0.0023228664040503  0.0004506125740205  
386  2  0.0000166554008942  0.0010471514686580  
386  3  0.0000274697769296  0.0007156945655489  
387  1  0.0012160469915425  0.0005763658410814  
387  2  0.0000115088685442  0.0000756439402231  
388  1  0.0017957131206010  0.0003493855475950  
388  2  0.0000142665956648  0.0002108527866770  
389  1  0.0026715029547808  0.0005179464935507  
389  2  0.0000288218627804  0.0002526494216021  
390  1  0.0021491190843581  0.0004565658660435  
390  2  0.0000109718591303  0.0001600740612805  
391  1  0.0017703248120915  0.0003619111776007  
391  2  0.0000120300239085  0.0001913046516961  
392  1  0.0018501300620449  0.0003393618188292  
392  2  0.0000078147479009  0.0002229349202838  
393  1  0.0016790775198067  0.0006163737349572  
393  2  0.0000100312871999  0.0001123301282817  
394  1  0.0020265919945012  0.0002595837453546  
394  2  0.0000074973631212  0.0000770474467205  
395  1  0.0023836283244201  0.0003357788196014  
395  2  0.0000092197108813  0.0001102136844050  
396  1  0.0018458690158071  0.0007815208905458  
396  2  0.0000125616098152  0.0001618448607321  
397  1  0.0014285682995231  0.0002435582907418  
397  2  0.0000059544110928  0.0000961312296892  
398  1  0.0017297636411946  0.0001803792649828  
398  2  0.0000031183361069  0.0001362875396770  
399  1  0.0018325630536273  0.0003091780828289  
399  2  0.0000045237614219  0.0001089242935860  
400  1  0.0017020864264774  0.0004147008558927  
400  2  0.0000113942008962  0.0001493395783923  
