"PointID"	"x"	"y"	"z"	"Density"	"X-Momentum"	"Y-Momentum"	"Z-Momentum"	"Energy"	"Residual_Density"	"Residual_X-Momentum"	"Residual_Y-Momentum"	"Residual_Z-Momentum"	"Residual_Energy"	"Grid_Velx"	"Grid_Vely"	"Grid_Velz"	"Pressure"	"Temperature"	"Pressure_Coefficient"	"Mach"
0	-3.000000000000000e+00	0.000000000000000e+00	0.000000000000000e+00	1.223495314439218e+00	8.576357471996854e+00	4.195503850614732e-07	-2.126430294814981e-02	2.534132858818028e+05	2.226992348219881e-05	7.463071523216058e-02	7.213238859549165e-07	-1.145843837548455e-03	6.388511633529561e+00	0.000000000000000e+00	0.000000000000000e+00	0.000000000000000e+00	1.013532907088558e+05	2.885797737688083e+02	7.515260027618423e+00	2.058354198081582e-02	
1	-3.000000000000000e+00	0.000000000000000e+00	4.000000000000000e+00	1.223486290443529e+00	1.185986443164427e+01	-1.559064376906009e-06	-6.269397728859216e-02	2.534154818233666e+05	3.486479458281178e-05	7.423246067355649e-02	5.376568879000843e-07	2.200088852987392e-03	9.499029470171081e+00	0.000000000000000e+00	0.000000000000000e+00	0.000000000000000e+00	1.013431993675132e+05	2.885531692850911e+02	6.092140391090861e+00	2.846589976643468e-02	
2	-5.000000000000000e-02	0.000000000000000e+00	0.000000000000000e+00	1.224950402057313e+00	1.155988343340760e+00	-4.808161459617740e-06	9.807547622107774e-01	2.534169659375706e+05	5.492902353042265e-06	4.735327136586420e-03	-1.588705345056951e-08	4.229980888794671e-03	5.122114165908089e+00	0.000000000000000e+00	0.000000000000000e+00	0.000000000000000e+00	1.013664111453128e+05	2.882742901464406e+02	9.365554267782056e+00	3.635989002371102e-03	
3	3.667459515923131e-01	0.000000000000000e+00	9.277896713914342e-01	1.222489883435173e+00	5.894164721422596e+00	3.494004226250119e-05	4.645867691393230e+00	2.529380671505509e+05	4.734808513131066e-04	7.235232889001963e-02	2.924400951087591e-05	-3.781307464282690e-02	1.385905664330902e+02	6.908324011392075e-01	0.000000000000000e+00	-2.922148661721580e-01	1.011660120167875e+05	2.882834440366547e+02	-1.889549897228891e+01	1.803630826835579e-02	
4	4.511997051753968e-01	0.000000000000000e+00	8.722292286310295e-01	1.219767518794381e+00	2.382517713363465e+00	-1.317790785684063e-04	2.761804670280944e+00	2.522569267355511e+05	4.310036195395709e-07	2.609843508867016e-02	-7.464960049219371e-06	-8.986062805632855e-03	2.135044269120044e+00	6.288935979109345e-01	0.000000000000000e+00	-3.868287553480232e-01	1.009005893021922e+05	2.881688170237648e+02	-5.632642755715154e+01	8.787007433896970e-03	
5	5.000000000000000e-02	0.000000000000000e+00	0.000000000000000e+00	1.225301892608455e+00	-2.380120441376474e-01	-9.247182616608670e-06	2.172533385890799e-01	2.531667476343623e+05	2.127349451555909e-05	6.421578600566136e-04	6.217965164978523e-07	-1.726931085386241e-04	5.109005809891167e+00	0.000000000000000e+00	0.000000000000000e+00	0.000000000000000e+00	1.012666821030249e+05	2.879080592329034e+02	-4.698617539851633e+00	7.731820599788627e-04	
6	3.000000000000000e+00	0.000000000000000e+00	0.000000000000000e+00	1.225711992629942e+00	1.233407336502080e+00	5.400849739507923e-06	-5.288713613072031e-02	2.534188015674255e+05	-8.311064540590662e-05	-1.635440667632793e-02	-1.226591848535463e-06	4.258287157426821e-03	-8.730564257817605e+00	0.000000000000000e+00	0.000000000000000e+00	0.000000000000000e+00	1.013672719403756e+05	2.880976187072437e+02	9.486946886980167e+00	2.960044858268221e-03	
7	3.000000000000000e+00	0.000000000000000e+00	4.000000000000000e+00	1.223350603635736e+00	1.694509365410199e+01	-1.280855884991608e-06	1.857886912439460e-01	2.533422148804560e+05	-9.339573337174834e-05	4.122556010861445e-02	9.950235835276544e-08	4.078379177371971e-03	1.186171867302619e-01	0.000000000000000e+00	0.000000000000000e+00	0.000000000000000e+00	1.012899377240079e+05	2.884335058917730e+02	-1.419020729384591e+00	4.068622866499430e-02	
8	-3.000000000000000e+00	3.000000000000000e-01	0.000000000000000e+00	1.223495296910160e+00	8.576356571030569e+00	2.299517091982211e-06	-2.127285756379703e-02	2.534132822015795e+05	2.226145962447301e-05	7.462263684647041e-02	3.528839442878962e-08	-1.146075405813463e-03	6.386356011615135e+00	0.000000000000000e+00	0.000000000000000e+00	0.000000000000000e+00	1.013532892390610e+05	2.885797737184033e+02	7.515052751512862e+00	2.058354016609516e-02	
9	-5.000000000000000e-02	3.000000000000000e-01	0.000000000000000e+00	1.224950406696560e+00	1.155989164929072e+00	6.038253825286771e-06	9.807572039600783e-01	2.534169669293499e+05	5.513841734477154e-06	4.735726781518679e-03	-7.040164291538531e-07	4.230684813762764e-03	5.128013991108341e+00	0.000000000000000e+00	0.000000000000000e+00	0.000000000000000e+00	1.013664115409338e+05	2.882742901797615e+02	9.365610059771685e+00	3.635994279777056e-03	
