Timesteps  Total_Iterations  Iterations  Convergence  avgConvRate(0)  avgConvRate(1)  deleted_Columns  
229  581  2  1  0.0608919550709469  0.6984694572298209  0  
230  583  2  1  0.0765832112836551  0.5720381082639296  0  
231  585  2  1  0.0760104548740543  0.7231071216494683  0  
232  587  2  1  0.0654322897731673  1.0270257077485030  0  
233  590  3  1  0.1874615149851153  0.9830682168935118  0  
234  592  2  1  0.0834455800843824  0.4480698741016700  0  
235  594  2  1  0.0708807630744724  0.7514739984614972  0  
236  596  2  1  0.0620001445866154  0.7499026047669103  0  
237  598  2  1  0.1020252272982946  0.8179203008157214  0  
238  600  2  1  0.0794770536376353  0.9021828233678478  0  
239  602  2  1  0.0773773468012238  0.5140137773118656  0  
240  604  2  1  0.0551501285724701  1.0655617143436484  0  
241  606  2  1  0.0831464287525792  0.8562923375124429  0  
242  608  2  1  0.0762318069194172  0.6370982584689187  0  
243  610  2  1  0.0768367560641047  0.8284699422316216  0  
244  612  2  1  0.0502364145101998  1.1257856777912227  0  
245  614  2  1  0.0576180308742741  0.9434521738603948  0  
246  616  2  1  0.0713185974103550  0.7727322764161300  0  
247  618  2  1  0.0842106469475885  1.1073502074385815  0  
248  620  2  1  0.1167794150997706  1.0928898939874683  0  
249  622  2  1  0.0863807720467765  0.5388637822556460  0  
250  624  2  1  0.0686895112739513  0.9440752715815884  0  
251  626  2  1  0.0494155974697283  1.1864620764151368  0  
252  628  2  1  0.0916373002705527  0.9376963230812809  0  
253  630  2  1  0.1046190134814650  1.1718949798717424  0  
254  633  3  1  0.1725736062063396  1.2663638125932175  0  
255  635  2  1  0.0814763562352868  0.8410076361074272  0  
256  637  2  1  0.0714404225270279  0.9756056268590436  0  
257  639  2  1  0.0806438343968954  1.1022121785880796  0  
258  641  2  1  0.0679113975155951  0.7940189018148827  0  
259  643  2  1  0.0773519782793537  0.9154847228786853  0  
260  646  3  1  0.1985852925549731  1.0689408224188639  0  
261  649  3  1  0.1886061604872984  1.1543441569184949  0  
262  651  2  1  0.0924811558516757  0.4256558946440167  0  
263  653  2  1  0.0709045107281568  0.5996480236408378  0  
264  655  2  1  0.0740971388312116  1.0941166920946697  0  
265  657  2  1  0.0797415258191156  0.5960135748863381  0  
266  659  2  1  0.0817726655681767  0.7508569142014129  0  
267  661  2  1  0.0661070299257069  0.4789245903281558  0  
268  663  2  1  0.0579007304005329  0.8425502773256632  0  
269  665  2  1  0.0848371709956308  0.6694425487577615  0  
270  667  2  1  0.0726728795436016  0.6294950391148973  0  
271  669  2  1  0.0603666270180124  1.0387937968641512  0  
272  671  2  1  0.1016271531794950  1.0740727167532065  0  
273  673  2  1  0.0610272362102594  1.3879206366218273  0  
274  675  2  1  0.0604889806917124  0.5096576199030588  0  
275  677  2  1  0.0777840207854073  0.9680350607945002  0  
276  679  2  1  0.0738181258353613  1.3196341667465648  0  
277  681  2  1  0.0733307143474476  0.7047918838069661  0  
278  683  2  1  0.0759774424717964  0.6171854133032371  0  
279  685  2  1  0.0892845973084545  0.5289568374563802  0  
280  687  2  1  0.1062001082895261  1.0906479010913124  0  
281  689  2  1  0.1024608115810561  0.9072409410503894  0  
282  691  2  1  0.0674669364750611  0.7328659841772593  0  
283  693  2  1  0.0553350380230956  1.0286735296817637  0  
284  695  2  1  0.0734663871170925  0.6931634708938517  0  
285  697  2  1  0.0774606705618558  0.8409713314680698  0  
286  699  2  1  0.0594699345423443  1.4644866610755831  0  
287  701  2  1  0.0630905720330952  1.0077144923637456  0  
288  703  2  1  0.0727668220028669  0.6448666906206123  0  
289  705  2  1  0.0849798283067940  0.8330184129672710  0  
290  707  2  1  0.0766842188196961  0.7071387648232648  0  
291  709  2  1  0.0849276816379133  1.1963560954716097  0  
292  711  2  1  0.1213557254719337  0.3636187211910354  0  
293  713  2  1  0.1192464144555995  0.8437503681491525  0  
294  715  2  1  0.1137132932159197  0.8823802405392008  0  
295  717  2  1  0.1041740572025677  0.4880774945047791  0  
296  719  2  1  0.0944156538062410  1.2269644298334585  0  
297  721  2  1  0.0938222650689686  1.0353294891559126  0  
298  723  2  1  0.0743310614800233  1.4245949451362299  0  
299  725  2  1  0.1402735838233141  0.5098107983291578  0  
300  727  2  1  0.0546567781935559  1.4890597152326357  0  
301  730  3  1  0.1661203664192591  1.5029183516932589  0  
302  732  2  1  0.1120315846594937  0.6975358349918128  0  
303  734  2  1  0.0713795338334291  1.1293605378712299  0  
304  736  2  1  0.0769216571432533  1.0287217164688816  0  
305  738  2  1  0.0800701773539435  1.0055287649028464  0  
306  740  2  1  0.0785212089384637  0.9791146489775963  0  
307  742  2  1  0.0967142603886265  1.3361694837605043  0  
308  744  2  1  0.0687060688889784  0.7799191245300438  0  
309  746  2  1  0.0706793254522183  1.0154081208020338  0  
310  750  4  1  0.2896189194430681  1.1216163177297518  0  
311  752  2  1  0.1193133574466769  0.5108128857040910  0  
312  754  2  1  0.1301010385313333  0.8450202738191058  0  
313  756  2  1  0.1027284371083266  0.9829975645265439  0  
314  758  2  1  0.0715158041799090  0.4093549111258596  0  
315  760  2  1  0.0559356718926449  1.1591492813866688  0  
316  763  3  1  0.1730924292388022  1.6699654488397604  0  
317  765  2  1  0.0793602535312832  0.5829485107723084  0  
318  767  2  1  0.1148711342907609  0.3574746826488671  0  
319  769  2  1  0.0550201604295023  0.7518072381716016  0  
320  771  2  1  0.0498030975097067  1.7962555347518245  0  
321  773  2  1  0.0896610260260482  0.3544511391337062  0  
322  775  2  1  0.1172781982846983  0.8021381284353902  0  
323  777  2  1  0.0730367763055349  0.7153074101418709  0  
324  779  2  1  0.0843672889887661  0.6389108172387711  0  
325  781  2  1  0.0721336349095743  1.1899893700382476  0  
326  783  2  1  0.0992511820472982  0.8105842844606304  0  
327  785  2  1  0.1044777227363870  0.6054947743835309  0  
328  787  2  1  0.0694706189842933  1.0574121444183482  0  
329  789  2  1  0.0491617841699892  0.8457406081525785  0  
330  791  2  1  0.0634355854860895  0.8476646397483212  0  
331  793  2  1  0.0784712074204321  0.6775568551307110  0  
332  795  2  1  0.0621815817619677  0.7503545006796710  0  
333  797  2  1  0.0695214059796042  0.6984195101934056  0  
334  799  2  1  0.0813325692404624  0.5500669160922371  0  
335  801  2  1  0.0671652272438017  0.9361849126022775  0  
336  803  2  1  0.0850979394771184  0.8788024350769146  0  
337  805  2  1  0.0622270520060745  0.8303307657738335  0  
338  807  2  1  0.0559294090395536  1.7260963898128825  0  
339  809  2  1  0.0839215498284648  0.7983003514616698  0  
340  811  2  1  0.0828811054029478  0.8332561586352637  0  
341  813  2  1  0.0562802819567226  0.9117963116619084  0  
342  815  2  1  0.0433528401680061  0.9241875693944026  0  
343  817  2  1  0.0667975711023200  0.7323426833100537  0  
344  819  2  1  0.0591059668111987  0.4992801917889536  0  
345  821  2  1  0.0568944668159055  1.0205568196555583  0  
346  823  2  1  0.0730033354710526  0.9955327128671716  0  
347  825  2  1  0.0469031583830496  1.2473473715154746  0  
348  827  2  1  0.0777160068003901  0.6326716185387751  0  
349  829  2  1  0.0772372018865698  0.8899477902926897  0  
350  831  2  1  0.0734672305107288  1.0324257981592200  0  
351  833  2  1  0.0970497752457180  1.0948423828316236  0  
352  835  2  1  0.0762361564755907  0.8215615627710821  0  
353  837  2  1  0.0664805847607171  0.8920880108855059  0  
354  839  2  1  0.0817581183983354  1.5387655438791126  0  
355  841  2  1  0.0797297811054211  0.8809516503569980  0  
356  843  2  1  0.0684401846596511  0.9312680157601227  0  
357  845  2  1  0.0666772415510366  0.5891687706863630  0  
358  847  2  1  0.0683308771431158  1.2067589417475961  0  
359  849  2  1  0.1072103956655599  1.0259183983659441  0  
360  851  2  1  0.0943295776926319  1.2089832167242520  0  
361  853  2  1  0.0722188072852061  0.9549709077937094  0  
362  855  2  1  0.0755417806064701  0.7697807646948716  0  
363  857  2  1  0.0698197222530375  1.3282826117261306  0  
364  859  2  1  0.0825176562594037  0.4967839921099873  0  
365  861  2  1  0.1002914350806777  0.9542577231677020  0  
366  863  2  1  0.0601819765304749  1.6681695172235400  0  
367  865  2  1  0.0853376410601717  1.6254357020650712  0  
368  867  2  1  0.1101261025863709  0.9313942358571189  0  
369  869  2  1  0.0966880268828172  0.8540024410068003  0  
370  872  3  1  0.1953825878484156  1.4845976310409890  0  
371  874  2  1  0.0932459537404461  0.5617585827253705  0  
372  876  2  1  0.0750003695798729  1.4616744053986725  0  
373  878  2  1  0.1043867268505017  0.8573290537394707  0  
374  880  2  1  0.0902847116850380  1.7341411347088056  0  
375  882  2  1  0.0826788296294441  0.9638084211591548  0  
376  884  2  1  0.0946489277007421  1.0491789496417394  0  
377  886  2  1  0.0659950901170016  1.0623344690953871  0  
378  888  2  1  0.0884809319809085  0.7115585603291100  0  
379  891  3  1  0.1644409123303286  1.5488248341931972  0  
380  893  2  1  0.0542949589081537  0.9901056739986971  0  
381  895  2  1  0.0618780071866208  0.8536722168399660  0  
382  897  2  1  0.0944467827519864  1.7049408626056148  0  
383  899  2  1  0.0990840366597166  1.0476815851764263  0  
384  901  2  1  0.0528037945625253  0.8735089858769739  0  
385  903  2  1  0.0651240376883506  1.6222080179640535  0  
386  906  3  1  0.2278296799034578  1.1667419266256680  0  
387  908  2  1  0.0972839365785345  0.3622746573747782  0  
388  910  2  1  0.0891336515134540  0.7768500613863961  0  
389  912  2  1  0.1038683406651477  0.6984200613753652  0  
390  914  2  1  0.0714512566106383  0.5921186797265849  0  
391  916  2  1  0.0824340746285635  0.7270457949215241  0  
392  918  2  1  0.0649914694317932  0.8105084765772530  0  
393  920  2  1  0.0772934973828051  0.4268999120470877  0  
394  922  2  1  0.0608234585530367  0.5448041140405911  0  
395  924  2  1  0.0621926958452085  0.5729162115345524  0  
396  926  2  1  0.0824939710067431  0.4550710005095278  0  
397  928  2  1  0.0645607999830744  0.6282475304007173  0  
398  930  2  1  0.0424588355787089  0.8692301250196798  0  
399  932  2  1  0.0496844381571103  0.5935509796250235  0  
400  934  2  1  0.0818184281880072  0.6000949811754819  0  
